"Provider Approval Number","Service Approval Number","Legal Name","Trading Name",Address,Suburb,State,Postcode,"Date Approval Granted",Conditions
PR-40033160,,"Cassandra Jay Shaw",,"6 Parkway Drive",TUNCURRY,NSW,2428,11/08/2023,
PR-40033179,,"Blooming Stars Pty Ltd as trustee for Blooming Stars Trust","Blooming Stars Child Care Centre","533 Clayton Rd","CLAYTON SOUTH",VIC,3169,02/02/2024,
PR-40033182,,"Gary Alan Ward",,"12 Woggle St","JAMBOREE HEIGHTS",QLD,4074,22/06/2023,
PR-40033191,,"OCEAN EDUCA PTY LTD",,"7 Ray St",VAUCLUSE,NSW,2030,05/06/2023,
PR-40033212,,"First 2 Learn Pty Ltd","First 2 Learn","53 Walter St",MORTDALE,NSW,2223,08/12/2023,
PR-40033214,,"Clay Early Learning Pty Ltd ATF Andrew and Giselle Family Trust","Clay Early Learning","8A Rudyard Court",WILLETTON,WA,6155,23/08/2023,
PR-40033216,,"The Armidale School","The Armidale School","The Armidale School, 87 Douglas St",ARMIDALE,NSW,2350,21/12/2023,
PR-40033221,,"Chipmunks Belfield Pty Ltd",,"10 Downes Street",BELFIELD,NSW,2191,28/06/2023,
PR-40033233,,"Amy E Gardner & H Kerguillec","The Hub Dunsborough","8 Princeville Ave",DUNSBOROUGH,WA,6281,26/09/2023,
PR-40033262,,"Samantha Jane Selby",Jitterbugs,"26 Kookaburra Dr",GLENTHORNE,NSW,2430,19/09/2023,
PR-40033268,,"John Dzuy-Nam Nguyen",,"1 Aston St","HUNTERS HILL",NSW,2110,24/08/2023,
PR-40033269,,"SUNRISE SANCTUARY EARLY LEARNING PTY LTD",,"46 Ridge Pde",NARANGBA,QLD,4504,16/06/2023,
PR-40033271,,"Greatstart Education PTY LTD","Great Start Kindergarten & Early Learning","45 Bakewell Street",CRANBOURNE,VIC,3977,09/05/2023,
PR-40033286,,"HARMONY VARSITY LAKES PTY LTD",,"Suite 104 Level 1, 120 Siganto Drive , Helensvale, QLD, 4212",Helensvale,QLD,4212,25/05/2023,
PR-40033297,,"KC SANDGATE PTY LTD","Kindy Cottage Sandgate","6 Flinders Pde",SANDGATE,QLD,4017,09/06/2023,
PR-40033325,,"ALLAMBIE HEIGHTS KINDY PTY LTD",,"80 Roosevelt Avenue","ALLAMBIE HEIGHTS",NSW,2100,23/06/2023,
PR-00003136,,"Eugowra Community Childrens Centre Incorporated","Eugowra Community Childrens Centre","PO Box 28",EUGOWRA,NSW,2806,01/09/2009,
PR-00003137,,"Ahmed Enterprises Pty Ltd","Ahmed Enterprises Pty Ltd","10 Blend Place",WOODCROFT,NSW,2767,01/09/2009,
PR-00003140,,"Gaiossa Pty Limited","Gaiossa Pty Limited","19 Bannerman Road",KENTHURST,NSW,2156,01/09/2009,
PR-00003142,,"St Stephens Belrose Kindergarten Inc","St Stephens Belrose Kindergarten Inc","12 Lockwood Ave","FRENCHS FOREST",NSW,2086,01/09/2009,
PR-00003145,,"Buthina Al Rabadi","Buthina Essa Mossa Al Rabadi","Duplex 1 26 Lamonerie Street",TOONGABBIE,NSW,2146,01/09/2009,
PR-00003146,,"Kidz Paradise Day Care Centre Pty Limited","Kidz Paradise Day Care Centre Pty Limited","8 Whiteman Lane","ELLIS LANE",NSW,2570,01/09/2009,
PR-00003147,,"Berrigan Children's Centre Association Incorporated","Berrigan Children's Centre Association Incorporated","PO Box 11",BERRIGAN,NSW,2712,01/09/2009,
PR-00003152,,"Day Care Services NSW Pty Ltd","Day Care Services NSW Pty Ltd","101 Wigram Street","HARRIS PARK",NSW,2150,01/09/2009,
PR-00003157,,"Killara Child Care Centre Pty Limited","Killara Child Care Centre Pty Limited","PO Box 388",ENFIELD,NSW,2136,08/04/2011,
PR-00003161,,"Falcam Pty Ltd","Falcam Pty Ltd","UNIT 18 6-8 PLEASANT AV","NORTH WOLLONGONG",NSW,2500,01/09/2009,
PR-00003167,,"Toxteth Kindergarten Incorporated","Toxteth Kindergarten Incorporated","49 Johnston St",ANNANDALE,NSW,2038,01/09/2009,
PR-00003169,,"Randwick Open Care For Kids Inc","Randwick Open Care For Kids Inc","30 Waratah Avenue",RANDWICK,NSW,2031,01/09/2009,
PR-00003170,,"Anderson Day Care Pty Limited","Anderson Day Care Pty Limited","411 Anzac Pde",KINGSFORD,NSW,2032,01/09/2009,
PR-00003171,,"Baulkham Hills Preschool Kindergarten Incorporated","Baulkham Hills Preschool Kindergarten Incorporated","PO Box 8","BAULKHAM HILLS",NSW,2153,01/09/2009,
PR-00003172,,"Eurobodalla Shire Council","Eurobodalla Shire Council","PO Box 99",MORUYA,NSW,2537,01/09/2009,
PR-00003173,,"Hornsby Central Preschool Kindergarten Pty Ltd","Hornsby Central Preschool Kindergarten Pty Ltd","Unit 511/1C Burdett St",HORNSBY,NSW,2077,01/09/2009,
PR-00003174,,"Kizjupe Pty Limited","Kizjupe Pty Limited","125 Annangrove Rd",ANNANGROVE,NSW,2156,01/09/2009,
PR-00003175,,"Merindah Childrens Centre Inc","Merindah Childrens Centre Inc","P.O BOX 73",WALLSEND,NSW,2287,01/09/2009,
PR-00003176,,"St Andrews Church Community Pre School Incorporated","St Andrews Church Community Pre School Incorporated","PO Box 105",WICKHAM,NSW,2293,01/09/2009,
PR-00003178,,"Inner City Care (Darlinghurst) Ltd","Inner City Care (Darlinghurst) Ltd","Inner City Care Childcare Centre, 700 Harris St",ULTIMO,NSW,2007,01/09/2009,
PR-00003179,,"Filipino Community Co-Operative Limited","Filipino Community Co-Operative Limited","32 Anderson Avenue","MOUNT PRITCHARD",NSW,2170,01/09/2009,
PR-00003181,,"Asteve Pty Ltd","Asteve Pty Ltd","19 Brigantine Street","BYRON BAY",NSW,2481,01/09/2009,
PR-00003182,,"Monaro Mobile Pre-School Inc","Monaro Mobile Pre-School Inc","P.O Box 886",COOMA,NSW,2630,01/09/2009,
PR-00003187,,"SHINE EARLY LEARNING PTY LTD","Shine Preschool Carlingford Pty Ltd","54 Dryden Avenue",CARLINGFORD,NSW,2118,01/09/2009,
PR-00003188,,"Micjos Group Pty Limited","Micjos Group Pty Limited","39 Constance St",GUILDFORD,NSW,2161,24/05/2010,
PR-00003189,,"Lalor Park Preschool Kindergarten Association Incorporated","Lalor Park Preschool Kindergarten Association Incorporated","PO Box 4134","LALOR PARK",NSW,2147,01/09/2009,
PR-00003191,,"Sid Arida","Sid Arida","101 Bettington Rd",OATLANDS,NSW,2117,01/09/2009,
PR-00003192,,"Marie Callista Priyanthie Ariyasinghe","Marie Callista Priyanthie Ariyasinghe","2 White Street",STRATHFIELD,NSW,2135,01/09/2009,
PR-00003193,,"Murrumbateman Early Childhood Centre Association Inc","Murrumbateman Early Childhood Centre Association Inc","43 Rose St",MURRUMBATEMAN,NSW,2582,01/09/2009,
PR-00003195,,"Natalie Jane Armytage","Natalie Jane Armytage","4 Stow Place",ILLAWONG,NSW,2234,01/09/2009,
PR-00003197,,"Cammeray Children's Centre Inc","Cammeray Children's Centre Inc","PO Box 578",CAMMERAY,NSW,2062,01/09/2009,
PR-00003198,,"Gumnut Cottage Incorporated","Gumnut Cottage Incorporated","GUMNUT COTTAGE, 65 PERRY DR","COFFS HARBOUR",NSW,2450,01/09/2009,
PR-00003199,,"Kenthurst Pre-School Kindergarten","Kenthurst Pre-School Kindergarten","PO Box 352",KENTHURST,NSW,2156,01/09/2009,
PR-00003201,,"Drummoyne Pre-School Kindergarten Incorporated","Drummoyne Pre-School Kindergarten Incorporated","PO Box 155",DRUMMOYNE,NSW,1470,01/09/2009,
PR-00003204,,"M & R Child Care Centre Pty Ltd","M & R Child Care Centre Pty Ltd","26 Bradman Ave","ST CLAIR",NSW,2759,30/08/2011,
PR-00003205,,"Auburn Montessori Academy Pty Ltd","Auburn Montessori Academy Pty Ltd","14 -16 Albert Road",AUBURN,NSW,2144,01/09/2009,
PR-00003206,,"Burwood Montessori Academy Pty Ltd","Burwood Montessori Academy Pty Ltd","60-70 Parramatta Rd","SUMMER HILL",NSW,2130,01/09/2009,
PR-00003207,,"Condell Park Montessori Academy Pty Ltd","Condell Park Montessori Academy Pty Ltd","60-70 Parramatta Rd","SUMMER HILL",NSW,2130,29/11/2010,
PR-00003212,,"Bexley Jack & Jill Pre-School Inc","Bexley Jack & Jill Pre-School Inc","Jack and Jill Kindergarten, 131 Queen Victoria St",BEXLEY,NSW,2207,01/09/2009,
PR-00003214,,"St Barsoum Pty Ltd","St Barsoum Pty Ltd","50 Godfrey St","HURSTVILLE GROVE",NSW,2220,01/09/2009,
PR-00003215,,"A & M Attalla Pty Limited","A & M Attalla Pty Limited","8 Lockwood Street",MERRYLANDS,NSW,2160,30/10/2009,
PR-00003217,,"Tiny Tots Kindergarten & Childcare Centre Pty Ltd","Tiny Tots Kindergarten & Childcare Centre Pty Ltd","117 Banksia Road",GREENACRE,NSW,2190,01/09/2009,
PR-00003221,,"Bunyan Pty Ltd","Bunyan Pty Ltd","22 Nelson Street","MT DRUITT",NSW,2770,01/09/2009,
PR-00003222,,"Cathryn Enid Louise Austin","Cathryn Enid Louise Austin","PO Box 864",TUMUT,NSW,2720,01/09/2009,
PR-00003223,,"Beecroft Buddies Childcare Centre Pty Ltd","Beecroft Buddies Childcare Centre Pty Ltd","11 Marlborough Place","ST IVES",NSW,2075,01/09/2009,
PR-00003225,,"Busy Bee Long Day Child Care Pty Ltd","Busy Bee Long Day Child Care Pty Ltd","3 Marinea street",ARNCLIFFE,NSW,2205,01/09/2009,
PR-00003228,,"Trinity Pre-School Pty Ltd","Trinity Pre-School Pty Ltd","66 Bonds Road",PEAKHURST,NSW,2210,01/09/2009,
PR-00003229,,"Galaxy Foundation Limited","Galaxy Foundation Limited","Sule College, 163 Kurrajong Road",PRESTONS,NSW,2170,01/09/2009,
PR-00003231,,"Crows Nest Kindergarten Pty Ltd","Crows Nest Kindergarten Pty Ltd","PO Box 414",GORDON,NSW,2072,01/09/2009,
PR-00003232,,"Nakhle Group Pty Ltd","Nakhle Group Pty Ltd","2 Seymour Pde",BELFIELD,NSW,2191,27/04/2010,
PR-00003233,,"Pascal Azzi","Pascal Azzi","36 Grimson Crescent",LIVERPOOL,NSW,2170,01/09/2009,
PR-00003234,,"Siobhan Piper","Siobhan Marie Bacon","ST BERNARDS CONVENT, 33 EDWARD ST",BOTANY,NSW,2019,01/09/2009,
PR-00003236,,"Teamdove Pty Limited","Teamdove Pty Limited","Rear 59 Rawson Road",GREENACRE,NSW,2190,01/09/2009,
PR-00003238,,"Kindamindi Co-Op Ltd","Kindamindi Co-Op Ltd","1 Illawong Avenue",BONDI,NSW,2026,01/09/2009,
PR-00003239,,"St Lukes Preschool Dapto Inc","St Lukes Preschool Dapto Inc","PO Box 5",DAPTO,NSW,2530,01/09/2009,
PR-00003241,,"Shoalhaven Community Pre School Inc","Shoalhaven Community Pre School Inc","PO Box 153",NOWRA,NSW,2541,01/09/2009,
PR-00003243,,"Australia Sun Pty Ltd","Australia Sun Pty Ltd","71-73 Duke Street",CAMPSIE,NSW,2194,01/09/2009,
PR-00003245,,"Leeton Preschool Assoc Inc","Leeton Preschool Assoc Inc","PO Box 766",LEETON,NSW,2705,01/09/2009,
PR-00003247,,"Northside Montessori Society","Northside Montessori Society","42 Bobbin Head Rd",PYMBLE,NSW,2073,01/09/2009,
PR-00003251,,"SYDNEY CHILD CARE COLLEGE PTY. LTD.","Sydney Child Care College Pty Ltd","148-150 Smith Street","PENDLE HILL",NSW,2145,08/09/2010,
PR-00003254,,"Centrepoint Childcare Pty Ltd","Westfield (Childcare) Services Pty Ltd","Centrepoint Shopping Centre, Level 2 374-388 Peel Street",TAMWORTH,NSW,2340,01/09/2009,
PR-00003256,,"GWYDIR DISTRICT MOBILE PRE SCHOOL","Gwydir Mobile Children's Services Incorporated","PO Box 48",MOREE,NSW,2400,01/09/2009,
PR-00003257,,"Adventureland Preschool Inc","Adventureland Preschool Inc","81B BUTLER ST",ARMIDALE,NSW,2350,01/09/2009,
PR-00003259,,"Jayanthimala Balendra","Jayanthi Balendra","96 Adderley St",AUBURN,NSW,2144,01/09/2009,
PR-00003260,,"Burren Junction Pre-School Association Inc","Burren Junction Pre-School Association Inc","The Secretary, Burren junction Preschool, PO Box 2","BURREN JUNCTION",NSW,2386,01/09/2009,
PR-00003261,,"Burrumbuttock Pre School Centre Inc","Burrumbuttock Pre School Centre Inc","Lutheran Church Hall, Howlong Road",BURRUMBUTTOCK,NSW,2642,01/09/2009,
PR-00003262,,"Western Sydney Local Health District","Western Sydney Local Health District","Locked Bag 7118",PARRAMATTA,NSW,2124,25/11/2010,
PR-00003264,,"Mathoura Pre School Inc","Mathoura Pre School Inc","29 Mathoura Street",MATHOURA,NSW,2710,01/09/2009,
PR-00003266,,"Rochie Barber","Rochie Barber","13-15 Gowrie Avenue","BONDI JUNCTION",NSW,2022,01/09/2009,
PR-00003268,,"Debbie Marie Barden","Debbie Marie Barden","22 Drapers Road","COLO VALE",NSW,2575,01/09/2009,
PR-00003269,,"Masada College","Masada College","Masada College High School, 9-15 Link Rd","ST IVES",NSW,2075,01/09/2009,
PR-00003270,,"Davbark Pty Ltd","Davbark Pty Ltd","PO Box 220","MACARTHUR SQUARE",NSW,2560,01/09/2009,
PR-00003271,,"Childcare Nsw Pty Ltd","Childcare Nsw Pty Ltd","PO BOX 5368",WOLLONGONG,NSW,2520,01/09/2009,
PR-00003272,,"Paike Pty Ltd","Paike Pty Ltd","60-62 Georges River Crescent","OYSTER BAY",NSW,2225,01/09/2009,
PR-00003273,,"Gorokan Preschool Inc","Gorokan Preschool Inc","8-12 Balmoral Drive",GOROKAN,NSW,2263,01/09/2009,
PR-00003274,,"Miss Sara Barnes","Sara Eliza Barnes","35 The Lanes",KIRKHAM,NSW,2570,09/08/2011,
PR-00003276,,"Albert Hall Preschool (NSW) Pty Ltd","Albert Hall Preschool (NSW) Pty Ltd","65 Albert St",FRESHWATER,NSW,2096,13/01/2010,
PR-00003277,,"The Council of The City of Sydney","The Council of The City of Sydney","GPO Box 1591",SYDNEY,NSW,2001,01/09/2009,
PR-00003279,,"Enfant De Terre Pty Ltd","Enfant De Terre Pty Ltd","456A Terrigal Dr",TERRIGAL,NSW,2260,24/01/2011,
PR-00003280,,"LBCCC Pty Ltd","LBCCC Pty Ltd","28 Lalor Rd","QUAKERS HILL",NSW,2763,09/08/2010,
PR-00003284,,"Tick-Tock Services Pty Ltd","Tick-Tock Services Pty Ltd","PO Box 67","MILSONS POINT",NSW,1565,04/05/2011,
PR-00003285,,"Little Achievers Kindergarten Pty Ltd","Little Achievers Kindergarten Pty Ltd","PO BOX 4021",OATLEY,NSW,2223,11/05/2011,
PR-00003287,,"Vicki Bassin","Vicki Bassin","14 Anglesea Street",BONDI,NSW,2026,01/09/2009,
PR-00003288,,"Childcare Australia United Ltd","Childcare Australia United Ltd","473 PRINCES HWY",KIRRAWEE,NSW,2232,01/06/2011,
PR-00003289,,"Kirrawee Child Care Centre Pty Ltd","Kirrawee Child Care Centre Pty Ltd","PO Box 301",GYMEA,NSW,2227,01/09/2009,
PR-00003292,,"Little Miracles (Caringbah) Pty Ltd ATF Little Miracles (Caringbah) Trust","Little Miracles (Caringbah) Pty Ltd","6a Pioneer Ave",TUGGERAH,NSW,2259,17/08/2011,
PR-00003293,,"Little Miracles (Point Clare) Pty Ltd","Little Miracles (Point Clare) Pty Ltd","6a Pioneer Ave",TUGGERAH,NSW,2259,15/09/2011,
PR-00003294,,"Kookaburra Korner Early Education Centre Inc","Kookaburra Korner Early Education Centre Inc","12 Woodberry Street",RUTHERFORD,NSW,2320,01/09/2009,
PR-00003295,,"WOODVILLE ALLIANCE LIMITED","Woodville Alliance Limited","PO Box 468",VILLAWOOD,NSW,2163,01/09/2009,
PR-00003298,,"Illawarra Association For Christian Parent-Controlled Education","Illawarra Association For Christian Parent-Controlled Education","234 Calderwood Rd",CALDERWOOD,NSW,2527,25/07/2011,
PR-00003300,,"KOORANA CHILD & FAMILY SERVICES LTD","Koorana Child & Family Services Ltd","PO Box 403",BELMORE,NSW,2192,01/09/2009,
PR-00003301,,"Jennifer May Bax","Jennifer May Bax","2b Colbran Avenue",KENTHURST,NSW,2156,01/09/2009,
PR-00003303,,"Towri Aboriginal Corporation","Towri Aboriginal Corporation","PO Box 1873",BATHURST,NSW,2795,17/01/2011,
PR-00003305,,"Enjaydee Pty Limited","Enjaydee Pty Limited","1 Buruda Place","ERSKINE PARK",NSW,2759,01/09/2009,
PR-00003306,,"Pow Place Community Child Care Centre Ltd","Pow Place Community Child Care Centre Ltd","C/- Prince of Wales Hospital, Barker St",RANDWICK,NSW,2031,01/09/2009,
PR-00003307,,"Shining Stars Childcare Centre Pty Limited","Shining Stars Childcare Centre Pty Limited","3 Monterey Ave",MONTEREY,NSW,2217,11/01/2010,
PR-00003309,,"Rose-Hill Montessori Kindergarten Pty Ltd","Rose-Hill Montessori Kindergarten Pty Ltd","46 WESTON ST",ROSEHILL,NSW,2142,01/09/2009,
PR-00003311,,"Lyrebird Pre-School Kindergarten Nowra East Inc","Lyrebird Pre-School Kindergarten Nowra East Inc","PO Box 4014","NOWRA EAST",NSW,2541,01/09/2009,
PR-00003313,,"Basin View Child Care Centre Pty Ltd","Basin View Child Care Centre Pty Ltd","PO BOX 55","ST GEORGES BASIN",NSW,2540,01/09/2009,
PR-00003315,,"Belmont North Pre-School Incorporated","Belmont North Pre-School Incorporated","10 Nikkin Street",BELMONT,NSW,2280,01/09/2009,
PR-00000490,,"Winton Shire Council",,"PO Box 288",WINTON,QLD,4735,01/01/2012,
PR-00000491,,"Gin Gin Kindergarten Association Inc",,"PO BOX 29","GIN GIN",QLD,4671,01/01/2012,
PR-00000492,,"Kingaroy Kindergarten Association Inc",,"PO Box 292",KINGAROY,QLD,4610,01/01/2012,
PR-00000493,,"Willmore Kindergarten and Pre School Inc",,"PO Box 293","FERNY HILLS DC",QLD,4055,01/01/2012,
PR-00000494,,"Cloncurry Shire Council",,"PO BOX 3",CLONCURRY,QLD,4824,01/01/2012,
PR-00000495,,"Upper Mt Gravatt Kindergarten Association Inc",,"PO Box 305","MOUNT GRAVATT",QLD,4122,01/01/2012,
PR-00000497,,"Musgrave Hill Community Children's Centre Inc",,"PO BOX 51","CHIRN PARK",QLD,4214,01/01/2012,
PR-00000498,,"Aspley East Kindergarten and Preschool Association Inc",,"PO BOX 31",ASPLEY,QLD,4034,01/01/2012,
PR-00000499,,"Carpentaria Shire Council",,"PO BOX 31",NORMANTON,QLD,4890,01/01/2012,
PR-00000500,,"Banks Street Newmarket Community Preschooling Centre Inc",,"PO BOX 3135",NEWMARKET,QLD,4051,01/01/2012,
PR-00000501,,"John Joseph Nominees Pty Ltd",,"12 Uniting Place, Telina",GLADSTONE,QLD,4680,01/01/2012,
PR-00000502,,"Qld Childcare Centres Pty Ltd as Trustee for The Hawkins Family Unit Trust",,"4 HEATON STREET",BILOELA,QLD,4715,01/01/2012,
PR-00000503,,"Rojaq Holdings Pty Ltd",,"PO BOX 322",SAMFORD,QLD,4520,01/01/2012,
PR-00000504,,"Mary Street Child Care Pty Ltd",,"PO BOX 3234",BIRKDALE,QLD,4159,01/01/2012,
PR-00000505,,"Dysart Kindergarten Inc",,"1 SHANNON CR",DYSART,QLD,4745,01/01/2012,
PR-00000506,,"Moura Community Kindergarten Association Inc",,"PO Box 33",MOURA,QLD,4718,01/01/2012,
PR-00000507,,"Silipo Pty Ltd",,"PO BOX 5084","DAISY HILL",QLD,4127,01/01/2012,
PR-00000508,,"VOLBANE PTY. LIMITED",,"PO BOX 5084","DAISY HILL",QLD,4127,01/01/2012,
PR-00000509,,"Payne Road State School P & C Association",,"PO Box 385","THE GAP",QLD,4061,01/01/2012,
PR-00000512,,"Blackheath & Thornburgh College",,"PO BOX 339","CHARTERS TOWERS",QLD,4820,01/01/2012,
PR-00000513,,"Whitsunday Anglican School Limited",,"PO Box 3390","NORTH MACKAY",QLD,4740,01/01/2012,
PR-00000514,,"Burketown Kindergarten Inc",,"PO BOX 69",BURKETOWN,QLD,4830,01/01/2012,
PR-00000515,,"Bella Grace Aroona Pty Ltd ATF B G Aroona Unit Trust",,"PO BOX 347","MOFFAT BEACH",QLD,4551,01/01/2012,
PR-00000517,,"Bayview Kindergarten Association Inc",,"PO Box 35","DECEPTION BAY",QLD,4508,01/01/2012,
PR-00000518,,"Dimbulah Community Kindergarten Inc",,"PO BOX 35",DIMBULAH,QLD,4872,01/01/2012,
PR-00000519,,"Highfields and District Kindergarten Association Inc",,"1 Bloodwood St",HIGHFIELDS,QLD,4352,01/01/2012,
PR-00000521,,"Proserpine Public Kindergarten Association Inc",,"PO BOX 353",PROSERPINE,QLD,4800,01/01/2012,
PR-00000522,,"Greek Orthodox Community of St George",,"PO BOX 3620","SOUTH BRISBANE",QLD,4101,01/01/2012,
PR-00000523,,"The Chinchilla Community Kindergarten Inc",,"Po Box 367",CHINCHILLA,QLD,4413,01/01/2012,
PR-00000524,,"Maryborough Child Care Centre Inc",,"89 Saltwater Creek Rd, Maryborough",MARYBOROUGH,QLD,4650,01/01/2012,
PR-00000526,,"Family Day Care Association Queensland Ltd",,"PO BOX 579","CANNON HILL",QLD,4170,01/01/2012,
PR-00000527,,"Ipswich East State School P & C Association",,"18 Jacaranda St","EAST IPSWICH",QLD,4305,01/01/2012,
PR-00000528,,"Alexandra-Mooloolaba Community Kindergarten & Preschool Assn Inc",,"14 Coree Crt",MOOLOOLABA,QLD,4557,01/01/2012,
PR-00000529,,"Ashmore Community Children's Centre Inc",,"PO BOX 378","ASHMORE CITY",QLD,4214,01/01/2012,
PR-00000530,,"A & C Moore Pty Ltd",,"PO BOX 3782","BURLEIGH TOWN",QLD,4220,01/01/2012,
PR-00000531,,"North Arm State School P&C Association",,"PO BOX 38",YANDINA,QLD,4561,01/01/2012,
PR-00000532,,"Dalby Beck Street Kindergarten Association Inc",,"PO BOX 383",DALBY,QLD,4405,01/01/2012,
PR-00000533,,"The Young Men's Christian Association of Brisbane",,"PO Box 669","SPRING HILL",QLD,4004,01/01/2012,
PR-00000534,,"Gordonvale Community Kindergarten Association Inc",,"PO BOX 391",GORDONVALE,QLD,4865,01/01/2012,
PR-00000535,,"Rowes Bay Pre School & Kindergarten Assoc of Townsville Inc",,"P.O. Box 40","BELGIAN GARDENS",QLD,4810,01/01/2012,
PR-00000536,,"Raceview State School P & C Association",,"98 Wildey Street",RACEVIEW,QLD,4305,01/01/2012,
PR-00000539,,"Macgregor State Primary School Parents and Citizens Association",,"PO BOX 8221",SUNNYBANK,QLD,4109,01/01/2012,
PR-00000540,,"Cairns Community Kindergarten Incorporated",,"PO Box 41",MANUNDA,QLD,4870,01/01/2012,
PR-00000541,,"Kent Street Community Kindergarten Inc.","Kent Street Community Kindergarten","PO Box 426",BEENLEIGH,QLD,4207,01/01/2012,
PR-00000542,,"Malanda Community Kindergarten Association Inc",,"PO BOX 435",MALANDA,QLD,4885,01/01/2012,
PR-00000543,,"Kenmore State School P & C Association",,"PO BOX 5141","KENMORE EAST",QLD,4069,01/01/2012,
PR-00000545,,"Saint Stephen's College Limited",,"C/- SAINT STEPHEN'S COLLEGE, PO BOX 441",OXENFORD,QLD,4210,01/01/2012,
PR-00000548,,"St Johns Day Care Centre Cairns Ltd",,"PO Box 44R",REDLYNCH,QLD,4870,01/01/2012,
